Core,,Name,1-99,100-499,500-999,1000-1999,2000-4999,,,,,,
M4,,M453VG6AE,2.85,2.58,2.49,,,,100.00%,96.55%,0.00%,,
M4,,M463KGCAE,3.04,2.76,2.66,,,,100.00%,96.55%,0.00%,,
M4,,M463LGCAE,2.64,2.39,2.31,,,,100.00%,96.55%,0.00%,,
M4,,M463SGCAE,2.80,2.54,2.45,,,,100.00%,96.55%,0.00%,,
M4,,M463YGCAE,2.64,2.39,2.31,,,,100.00%,96.55%,0.00%,,
M4,,M467HJHAN,7.52,6.82,6.58,,,,100.00%,96.55%,0.00%,,
M4,,M467JJHAN,7.20,6.53,6.30,,,,100.00%,96.55%,0.00%,,
M4,,M467KJHAN,5.60,5.08,4.90,,,,100.00%,96.55%,0.00%,,
M4,,M467SJHAN,5.28,4.79,4.62,,,,100.00%,96.55%,0.00%,,
M4,,M471KI8AE,3.68,3.34,3.22,,,,100.00%,96.55%,0.00%,,
M4,,M471MD6AE,1.57,1.42,1.37,,,,100.00%,96.55%,0.00%,,
M4,,M471R1E6AE,2.21,2.00,1.93,,,,100.00%,96.55%,0.00%,,
M4,,M471SE6AE,1.66,1.51,1.46,,,,100.00%,96.55%,0.00%,,
M4,,M471VI8AE,3.52,3.19,3.08,,,,100.00%,96.55%,0.00%,,
M4,,M481LIDAE,2.48,2.25,2.17,,,,100.00%,96.55%,0.00%,,
M4,,M481SGAAE,2.30,2.09,2.02,,,,100.00%,96.55%,0.00%,,
M4,,M481SIDAE,2.58,2.33,2.25,,,,100.00%,96.55%,0.00%,,
M4,,M481ZIDAE,2.40,2.18,2.10,,,,100.00%,96.55%,0.00%,,
M4,,M482KIDAE,2.94,2.67,2.58,,,,100.00%,96.55%,0.00%,,
M4,,M482LIDAE,2.67,2.42,2.34,,,,100.00%,96.55%,0.00%,,
M4,,M482SIDAE,2.77,2.51,2.42,,,,100.00%,96.55%,0.00%,,
M4,,M482ZGCAE,2.21,2.00,1.93,,,,100.00%,96.55%,0.00%,,
M4,,M482ZIDAE,2.58,2.33,2.25,,,,100.00%,96.55%,0.00%,,
M4,,M483KGCAE2A,2.77,2.51,2.42,,,,100.00%,96.55%,0.00%,,
M4,,M483KIDAE,3.14,2.84,2.74,,,,100.00%,96.55%,0.00%,,
M4,,M483SGCAE,2.48,2.25,2.17,,,,100.00%,96.55%,0.00%,,
M4,,M483SIDAE,2.94,2.67,2.58,,,,100.00%,96.55%,0.00%,,
M4,,M484KIDAE,3.22,2.91,2.81,,,,100.00%,96.55%,0.00%,,
M4,,M484SIDAE,2.94,2.67,2.58,,,,100.00%,96.55%,0.00%,,
M4,,M484SIDAE2U,3.04,2.76,2.66,,,,100.00%,96.55%,0.00%,,
M4,,M485KIDAE,3.50,3.18,3.07,,,,100.00%,96.55%,0.00%,,
M4,,M485SIDAE,3.31,3.00,2.90,,,,100.00%,96.55%,0.00%,,
M4,,M487JIDAE,4.61,4.18,4.03,,,,100.00%,96.55%,0.00%,,
M4,,M487KIDAE,3.58,3.25,3.14,,,,100.00%,96.55%,0.00%,,
M4,,M487KMCAN,4.61,4.18,4.03,,,,100.00%,96.55%,0.00%,,
M4,,M487SIDAE,3.41,3.09,2.98,,,,100.00%,96.55%,0.00%,,
M4,,M48SSIDAE,3.68,3.34,3.22,,,,100.00%,96.55%,0.00%,,
M4,,NUC505DL13Y,2.48,2.25,2.17,,,,100.00%,96.55%,0.00%,,
M4,,NUC505DLA,2.21,2.00,1.93,,,,100.00%,96.55%,0.00%,,
M4,,NUC505DS13Y,2.77,2.51,2.42,,,,100.00%,96.55%,0.00%,,
M4,,NUC505DSA,2.58,2.33,2.25,,,,100.00%,96.55%,0.00%,,
M4,,NUC505YLA,2.48,2.25,2.17,,,,100.00%,96.55%,0.00%,,
M4,,NUC505YLA2Y,2.40,2.18,2.10,,,,100.00%,96.55%,0.00%,,
M4,,NUC505YO13Y,2.94,2.67,2.58,,,,100.00%,96.55%,0.00%,,
M4,,M481LE8AE,1.94,1.75,1.69,,,,100.00%,96.55%,0.00%,,
M4,,M481LGCAE,2.21,2.00,1.93,,,,100.00%,96.55%,0.00%,,
M4,,M481SE8AE,2.03,1.84,1.78,,,,100.00%,96.55%,0.00%,,
M4,,M481SGCAE,2.30,2.09,2.02,,,,100.00%,96.55%,0.00%,,
M4,,M481ZE8AE,1.74,1.58,1.53,,,,100.00%,96.55%,0.00%,,
M4,,M481ZGCAE,2.03,1.84,1.78,,,,100.00%,96.55%,0.00%,,
M4,,M482KGCAE,2.58,2.33,2.25,,,,100.00%,96.55%,0.00%,,
M4,,M482LE8AE,2.03,1.84,1.78,,,,100.00%,96.55%,0.00%,,
M4,,M482LGCAE,2.30,2.09,2.02,,,,100.00%,96.55%,0.00%,,
M4,,M482SE8AE,2.11,1.91,1.85,,,,100.00%,96.55%,0.00%,,
M4,,M482SGCAE,2.40,2.18,2.10,,,,100.00%,96.55%,0.00%,,
M4,,M482ZE8AE,1.94,1.75,1.69,,,,100.00%,96.55%,0.00%,,
M4,,M483KGCAE,2.67,2.42,2.34,,,,100.00%,96.55%,0.00%,,
M4,,M483SGCAE2A,2.58,2.33,2.25,,,,100.00%,96.55%,0.00%,,
M4,,M485LIDAE,3.14,2.84,2.74,,,,100.00%,96.55%,0.00%,,
M4,,M481SGCAE2A,2.40,2.18,2.10,,,,100.00%,96.55%,0.00%,,
M4,,M451MLC3AE,1.74,1.58,1.53,,,,100.00%,96.55%,0.00%,,
M4,,M451MLD3AE,1.74,1.58,1.53,,,,100.00%,96.55%,0.00%,,
M4,,M451RE6AE,2.26,2.04,1.97,,,,100.00%,96.55%,0.00%,,
M4,,M433LE8AE,1.28,1.16,1.12,,,,100.00%,96.55%,0.00%,,
M4,,M433SE8AE,1.36,1.23,1.19,,,,100.00%,96.55%,0.00%,,
M4,,M471CI8AE,4.00,3.63,3.50,,,,100.00%,96.55%,0.00%,,
M4,,M485YIDAE,3.14,2.84,2.74,,,,100.00%,96.55%,0.00%,,
M4,,NUC442KG8AE,9.20,8.34,8.05,,,,100.00%,96.55%,0.00%,,
M4,,NUC442KI8AE,9.20,8.34,8.05,,,,100.00%,96.55%,0.00%,,
M4,,NUC442VI8AE,7.36,6.67,6.44,,,,100.00%,96.55%,0.00%,,
M4,,NUC472HG8AE,18.40,16.68,16.10,,,,100.00%,96.55%,0.00%,,
M4,,NUC442RG8AE,5.52,5.00,4.83,,,,100.00%,96.55%,0.00%,,
M4,,NUC472VI8AE,7.36,6.67,6.44,,,,100.00%,96.55%,0.00%,,
M4,,NUC442VG8AE,6.45,5.84,5.64,,,,100.00%,96.55%,0.00%,,
M4,,NUC472KI8AE,9.20,8.34,8.05,,,,100.00%,96.55%,0.00%,,
M4,,NUC472JG8AE,9.20,8.34,8.05,,,,100.00%,96.55%,0.00%,,
M4,,NUC472HI8AE,18.40,16.68,16.10,,,,100.00%,96.55%,0.00%,,
M4,,NUC472VG8AE,6.45,5.84,5.64,,,,100.00%,96.55%,0.00%,,
,,,,,,,,,,,,,
,,Name,1-99,100-499,500-999,,,,,,,,
MPU,,NUC972DF63YC,6.44,6.21,5.98,,,,100.00%,96.30%,0.00%,,
MPU,,NUC975DK63YC,6.16,5.94,5.72,,,,100.00%,96.30%,0.00%,,
MPU,,NUC976DK63YC,6.16,5.94,5.72,,,,100.00%,96.30%,0.00%,,
MPU,,NUC977DK63YC,6.16,5.94,5.72,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DF61YC,6.44,6.21,5.98,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DF63YC,6.44,6.21,5.98,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DF71YC,7.28,7.02,6.76,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DK61Y,6.16,5.94,5.72,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DK61YC,6.16,5.94,5.72,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DK63YC,6.16,5.94,5.72,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DK71YC,7,6.75,6.5,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DR61YC,5.74,5.535,5.33,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DR63YC,5.74,5.535,5.33,,,,100.00%,96.30%,0.00%,,
MPU,,N9H20K11N,3.08,2.97,2.86,,,,100.00%,96.30%,0.00%,,
MPU,,N9H20K31N,3.36,3.24,3.12,,,,100.00%,96.30%,0.00%,,
MPU,,N9H20K51N,3.64,3.51,3.38,,,,100.00%,96.30%,0.00%,,
MPU,,N9H26K63N,6.58,6.345,6.11,,,,100.00%,96.30%,0.00%,,
MPU,,N9H30F61IEC,6.44,6.21,5.98,,,,100.00%,96.30%,0.00%,,
MPU,,N9H30F63IEC,6.44,6.21,5.98,,,,100.00%,96.30%,0.00%,,
MPU,,N9H30F71IEC,7.28,7.02,6.76,,,,100.00%,96.30%,0.00%,,
MPU,,N9H30K63IEC,6.16,5.94,5.72,,,,100.00%,96.30%,0.00%,,
MPU,,N9H26K61N,6.58,6.345,6.11,,,,100.00%,96.30%,0.00%,,
MPU,,N32926U6DN,6.58,6.345,6.11,,,,100.00%,96.30%,0.00%,,
MPU,,NUC972DF61Y,6.44,6.21,5.98,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DF61Y,6.44,6.21,5.98,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DF71Y,7.28,7.02,6.76,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DK71Y,7,6.75,6.5,,,,100.00%,96.30%,0.00%,,
MPU,,NUC980DR61Y,5.74,5.535,5.33,,,,100.00%,96.30%,0.00%,,
MPU,,NUC977DK61Y,6.16,5.94,5.72,,,,100.00%,96.30%,0.00%,,
MPU,,N9H26K51N,6.3,6.075,5.85,,,,100.00%,96.30%,0.00%,,
MPU,,NUC972DF61YC,6.44,6.21,5.98,,,,100.00%,96.30%,0.00%,,
MPU,,N32905U3DN,3.64,3.51,3.38,,,,100.00%,96.30%,0.00%,,
